File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF080MII	bigWig	bigWig		signal p-value	GRCh38	ENCSR265ARE	TF ChIP-seq	/human-donors/ENCDO119FJJ/	EFO:0007752	VCaP	cell line	Homo sapiens										CTCF-human	DNA						2017-07-21	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF750IHA/, /files/ENCFF005YDN/, /files/ENCFF403NQD/, /files/ENCFF464BUQ/	1973971470	ENCODE Processing Pipeline	cfc1792d7d9110a4b5f0acbcc37360c8		https://www.encodeproject.org/files/ENCFF080MII/@@download/ENCFF080MII.bigWig				released	s3://encode-public/2020/09/01/cd63fa69-73b4-41e7-934e-9a324d7cf1fd/ENCFF080MII.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/09/01/cd63fa69-73b4-41e7-934e-9a324d7cf1fd/ENCFF080MII.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity		
ENCFF858YQT	bigBed narrowPeak	bigBed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR265ARE	TF ChIP-seq	/human-donors/ENCDO119FJJ/	EFO:0007752	VCaP	cell line	Homo sapiens										CTCF-human	DNA						2017-07-21	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF723SKU/	2966548	ENCODE Processing Pipeline	ba0d255e91c2146b24f88d6f575ea573		https://www.encodeproject.org/files/ENCFF858YQT/@@download/ENCFF858YQT.bigBed				released	s3://encode-public/2020/09/01/7c6d5c2f-483a-4d65-af7f-019a4f84f0cf/ENCFF858YQT.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/09/01/7c6d5c2f-483a-4d65-af7f-019a4f84f0cf/ENCFF858YQT.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, moderate library complexity		
ENCFF735UFW	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR715FHW	TF ChIP-seq	/human-donors/ENCDO470GFA/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens										CTCF-human	DNA						2022-06-09	ENCODE			200-600	1, 2	1_1, 1_2, 2_1, 2_2							/files/ENCFF826FGX/, /files/ENCFF760AZH/, /files/ENCFF932XPG/, /files/ENCFF416UVH/, /files/ENCFF356LFX/	862027	ENCODE Processing Pipeline	e835d329bf2c5177351fdbd8037b3c53		https://www.encodeproject.org/files/ENCFF735UFW/@@download/ENCFF735UFW.bed.gz				released	s3://encode-public/2022/06/06/a429bfa0-636b-4328-8210-d781a3d9dcf6/ENCFF735UFW.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/06/06/a429bfa0-636b-4328-8210-d781a3d9dcf6/ENCFF735UFW.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released		partially characterized antibody	
ENCFF004UYH	bigWig	bigWig		signal p-value	GRCh38	ENCSR715FHW	TF ChIP-seq	/human-donors/ENCDO470GFA/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens										CTCF-human	DNA						2022-06-09	ENCODE			200-600	1, 2	1_1, 1_2, 2_1, 2_2							/files/ENCFF826FGX/, /files/ENCFF416UVH/, /files/ENCFF932XPG/, /files/ENCFF760AZH/	1592841016	ENCODE Processing Pipeline	f0b6ee20244758977ae1475a120653c6		https://www.encodeproject.org/files/ENCFF004UYH/@@download/ENCFF004UYH.bigWig				released	s3://encode-public/2022/06/06/07aebefe-1093-4837-a536-e42a5b34cc33/ENCFF004UYH.bigWig	https://datasetencode.blob.core.windows.net/dataset/2022/06/06/07aebefe-1093-4837-a536-e42a5b34cc33/ENCFF004UYH.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released		partially characterized antibody	
ENCFF733NZH	bigBed narrowPeak	bigBed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR715FHW	TF ChIP-seq	/human-donors/ENCDO470GFA/	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens										CTCF-human	DNA						2022-06-09	ENCODE			200-600	1, 2	1_1, 1_2, 2_1, 2_2							/files/ENCFF735UFW/	1765877	ENCODE Processing Pipeline	63a137a3ee436573cb805c977556ccfb		https://www.encodeproject.org/files/ENCFF733NZH/@@download/ENCFF733NZH.bigBed				released	s3://encode-public/2022/06/06/7e6ce1bd-920b-463d-8444-e8c859ce964c/ENCFF733NZH.bigBed	https://datasetencode.blob.core.windows.net/dataset/2022/06/06/7e6ce1bd-920b-463d-8444-e8c859ce964c/ENCFF733NZH.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released		partially characterized antibody	
ENCFF069WWV	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR173IEA	TF ChIP-seq	/human-donors/ENCDO000AAZ/	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	7 hour							CTCF-human	DNA				formaldehyde		2016-12-20	GGR		sonication (Bioruptor Twin)	>200	1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF356LFX/, /files/ENCFF383VPP/, /files/ENCFF968PBK/, /files/ENCFF633VIP/, /files/ENCFF141JKL/, /files/ENCFF706GKV/, /files/ENCFF102PID/	749011	ENCODE Processing Pipeline	7f4d8f02190538fdebfcbc102a4673bd		https://www.encodeproject.org/files/ENCFF069WWV/@@download/ENCFF069WWV.bed.gz				released	s3://encode-public/2020/10/02/df6a426c-e3b8-4292-bd69-f07f63245e0d/ENCFF069WWV.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/10/02/df6a426c-e3b8-4292-bd69-f07f63245e0d/ENCFF069WWV.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released			
ENCFF495HWG	bigWig	bigWig		signal p-value	GRCh38	ENCSR173IEA	TF ChIP-seq	/human-donors/ENCDO000AAZ/	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	7 hour							CTCF-human	DNA				formaldehyde		2016-12-20	GGR		sonication (Bioruptor Twin)	>200	1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF383VPP/, /files/ENCFF968PBK/, /files/ENCFF633VIP/, /files/ENCFF141JKL/, /files/ENCFF706GKV/, /files/ENCFF102PID/	1175617130	ENCODE Processing Pipeline	9ee9112540e58ddbe0ce444abc3b2462		https://www.encodeproject.org/files/ENCFF495HWG/@@download/ENCFF495HWG.bigWig				released	s3://encode-public/2020/10/02/ca4e97d5-27d0-4caf-809f-10a8c7ac931e/ENCFF495HWG.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/10/02/ca4e97d5-27d0-4caf-809f-10a8c7ac931e/ENCFF495HWG.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released			
ENCFF796EIA	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR173IEA	TF ChIP-seq	/human-donors/ENCDO000AAZ/	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	100 nM	7 hour							CTCF-human	DNA				formaldehyde		2016-12-20	GGR		sonication (Bioruptor Twin)	>200	1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF069WWV/	1584275	ENCODE Processing Pipeline	566735ab82c8a65e880c216cc7b9dc36		https://www.encodeproject.org/files/ENCFF796EIA/@@download/ENCFF796EIA.bigBed				released	s3://encode-public/2020/10/02/820f9160-d457-477d-ade0-1a06f526559f/ENCFF796EIA.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/10/02/820f9160-d457-477d-ade0-1a06f526559f/ENCFF796EIA.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released			
ENCFF297BQF	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR899JSO	TF ChIP-seq	/human-donors/ENCDO845WKR/	UBERON:0002369	adrenal gland	tissue	Homo sapiens										CTCF-human	DNA						2016-11-07	ENCODE			450-650	1	1_1							/files/ENCFF895UYW/, /files/ENCFF268HGH/, /files/ENCFF356LFX/	655434	ENCODE Processing Pipeline	76736b0b3ed22083e8ad9746737695d8		https://www.encodeproject.org/files/ENCFF297BQF/@@download/ENCFF297BQF.bed.gz				released	s3://encode-public/2020/10/10/946883c1-961c-4180-9d50-a5c31a63bdc0/ENCFF297BQF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/10/10/946883c1-961c-4180-9d50-a5c31a63bdc0/ENCFF297BQF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	antibody characterized with exemption		
ENCFF255LGW	bigWig	bigWig		signal p-value	GRCh38	ENCSR899JSO	TF ChIP-seq	/human-donors/ENCDO845WKR/	UBERON:0002369	adrenal gland	tissue	Homo sapiens										CTCF-human	DNA						2016-11-07	ENCODE			450-650	1	1_1							/files/ENCFF895UYW/, /files/ENCFF268HGH/	993872168	ENCODE Processing Pipeline	3771b5e2ae9047cbdeef81c94c602645		https://www.encodeproject.org/files/ENCFF255LGW/@@download/ENCFF255LGW.bigWig				released	s3://encode-public/2020/10/10/7b9b2716-b647-405d-9768-b3f331d92332/ENCFF255LGW.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/10/10/7b9b2716-b647-405d-9768-b3f331d92332/ENCFF255LGW.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	antibody characterized with exemption		
ENCFF596QXB	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR899JSO	TF ChIP-seq	/human-donors/ENCDO845WKR/	UBERON:0002369	adrenal gland	tissue	Homo sapiens										CTCF-human	DNA						2016-11-07	ENCODE			450-650	1	1_1							/files/ENCFF297BQF/	1141812	ENCODE Processing Pipeline	0a212ce04d767e33dee856fc8c5b0f18		https://www.encodeproject.org/files/ENCFF596QXB/@@download/ENCFF596QXB.bigBed				released	s3://encode-public/2020/10/10/489b0025-731a-4e1f-9d3f-999bb55022f2/ENCFF596QXB.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/10/10/489b0025-731a-4e1f-9d3f-999bb55022f2/ENCFF596QXB.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	antibody characterized with exemption		
ENCFF898ZFI	bigWig	bigWig		signal p-value	GRCh38	ENCSR000AMA	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										CTCF-human	DNA						2011-02-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF129CNS/, /files/ENCFF856IEI/, /files/ENCFF520WEM/, /files/ENCFF539MTH/, /files/ENCFF245IFK/	1176625882	ENCODE Processing Pipeline	8b43026e6e229bea0fd93cf0c2906da7		https://www.encodeproject.org/files/ENCFF898ZFI/@@download/ENCFF898ZFI.bigWig				released	s3://encode-public/2020/09/26/82959f1f-a868-46af-b83d-16245bd82f38/ENCFF898ZFI.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/09/26/82959f1f-a868-46af-b83d-16245bd82f38/ENCFF898ZFI.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length, low read depth, inconsistent platforms, borderline replicate concordance		extremely low read depth
ENCFF205OKL	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000AMA	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										CTCF-human	DNA						2011-02-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF129CNS/, /files/ENCFF856IEI/, /files/ENCFF520WEM/, /files/ENCFF245IFK/, /files/ENCFF539MTH/	730421	ENCODE Processing Pipeline	e8a6113a4bcdd9a73d5a9c0f6ada58d8		https://www.encodeproject.org/files/ENCFF205OKL/@@download/ENCFF205OKL.bed.gz				released	s3://encode-public/2020/09/26/53a3b10c-3344-4105-b1b9-2c0f39171e9e/ENCFF205OKL.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/26/53a3b10c-3344-4105-b1b9-2c0f39171e9e/ENCFF205OKL.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length, low read depth, inconsistent platforms, borderline replicate concordance		extremely low read depth
ENCFF194VBQ	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000AMA	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										CTCF-human	DNA						2011-02-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF205OKL/	1304585	ENCODE Processing Pipeline	74d166d9a0de2f88814da42b6946f8cf		https://www.encodeproject.org/files/ENCFF194VBQ/@@download/ENCFF194VBQ.bigBed				released	s3://encode-public/2020/09/26/df76abed-732e-4483-90e0-4a310efbc9a3/ENCFF194VBQ.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/09/26/df76abed-732e-4483-90e0-4a310efbc9a3/ENCFF194VBQ.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read length, low read depth, inconsistent platforms, borderline replicate concordance		extremely low read depth
ENCFF127RDN	bigWig	bigWig		signal p-value	GRCh38	ENCSR089NBS	TF ChIP-seq	/human-donors/ENCDO804CLC/	UBERON:0002080	heart right ventricle	tissue	Homo sapiens										CTCF-human	DNA						2021-09-21	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF305OVC/, /files/ENCFF834STJ/	1529363954	ENCODE Processing Pipeline	7e1a851c8ba58dcf14360893e1ab731b		https://www.encodeproject.org/files/ENCFF127RDN/@@download/ENCFF127RDN.bigWig				released	s3://encode-public/2021/09/16/fecc0664-f133-4825-aff5-ab8382e1c2a2/ENCFF127RDN.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/09/16/fecc0664-f133-4825-aff5-ab8382e1c2a2/ENCFF127RDN.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	mild to moderate bottlenecking, antibody characterized with exemption		
ENCFF204QCJ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR089NBS	TF ChIP-seq	/human-donors/ENCDO804CLC/	UBERON:0002080	heart right ventricle	tissue	Homo sapiens										CTCF-human	DNA						2021-09-21	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF356LFX/, /files/ENCFF305OVC/, /files/ENCFF834STJ/	851702	ENCODE Processing Pipeline	65712c75abec524cf250ea34b8d4cc92		https://www.encodeproject.org/files/ENCFF204QCJ/@@download/ENCFF204QCJ.bed.gz				released	s3://encode-public/2021/09/16/f5aa9c9e-c542-4ad0-8593-f68c2623fe4d/ENCFF204QCJ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/09/16/f5aa9c9e-c542-4ad0-8593-f68c2623fe4d/ENCFF204QCJ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	mild to moderate bottlenecking, antibody characterized with exemption		
ENCFF979TCT	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR089NBS	TF ChIP-seq	/human-donors/ENCDO804CLC/	UBERON:0002080	heart right ventricle	tissue	Homo sapiens										CTCF-human	DNA						2021-09-21	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF204QCJ/	1683784	ENCODE Processing Pipeline	90fa5137382af2ef4232f9f4267baf9f		https://www.encodeproject.org/files/ENCFF979TCT/@@download/ENCFF979TCT.bigBed				released	s3://encode-public/2021/09/16/8125d84e-b77d-48aa-b93a-076a3f7a8649/ENCFF979TCT.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/09/16/8125d84e-b77d-48aa-b93a-076a3f7a8649/ENCFF979TCT.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	mild to moderate bottlenecking, antibody characterized with exemption		
ENCFF517WOR	bigWig	bigWig		signal p-value	GRCh38	ENCSR000DQD	TF ChIP-seq	/human-donors/ENCDO000ACQ/	EFO:0005725	BE2C	cell line	Homo sapiens										CTCF-human	DNA						2012-01-17	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF402AUC/, /files/ENCFF638PCU/, /files/ENCFF146FFJ/	610147175	ENCODE Processing Pipeline	3a2abb3d7f56568a4a2de5a9400171a7		https://www.encodeproject.org/files/ENCFF517WOR/@@download/ENCFF517WOR.bigWig				released	s3://encode-public/2020/09/26/b183a8dd-f217-4271-b9ae-ccb7cabd00c7/ENCFF517WOR.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/09/26/b183a8dd-f217-4271-b9ae-ccb7cabd00c7/ENCFF517WOR.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, low read length, low read depth		
ENCFF976PML	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DQD	TF ChIP-seq	/human-donors/ENCDO000ACQ/	EFO:0005725	BE2C	cell line	Homo sapiens										CTCF-human	DNA						2012-01-17	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF402AUC/, /files/ENCFF356LFX/, /files/ENCFF638PCU/, /files/ENCFF146FFJ/	911476	ENCODE Processing Pipeline	7efead9f0aa636ac664572e7490e8b29		https://www.encodeproject.org/files/ENCFF976PML/@@download/ENCFF976PML.bed.gz				released	s3://encode-public/2020/09/26/85373e6e-f436-484c-8df9-d8b865ab8a51/ENCFF976PML.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/26/85373e6e-f436-484c-8df9-d8b865ab8a51/ENCFF976PML.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, low read length, low read depth		
ENCFF757SRF	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DQD	TF ChIP-seq	/human-donors/ENCDO000ACQ/	EFO:0005725	BE2C	cell line	Homo sapiens										CTCF-human	DNA						2012-01-17	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF976PML/	1550733	ENCODE Processing Pipeline	99e8a37da6e296d0a138ccfbfcbcdcf3		https://www.encodeproject.org/files/ENCFF757SRF/@@download/ENCFF757SRF.bigBed				released	s3://encode-public/2020/09/26/4e17de95-5074-44a8-b3b7-61ae61621e58/ENCFF757SRF.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/09/26/4e17de95-5074-44a8-b3b7-61ae61621e58/ENCFF757SRF.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, low read length, low read depth		
ENCFF992JAI	bigWig	bigWig		signal p-value	GRCh38	ENCSR925GDS	TF ChIP-seq	/human-donors/ENCDO793LXB/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										CTCF-human	DNA						2016-12-08	ENCODE			450-650	1	1_1							/files/ENCFF217KOF/, /files/ENCFF694ZUH/	1505103348	ENCODE Processing Pipeline	b3c38b27282f45438995696bb97afb15		https://www.encodeproject.org/files/ENCFF992JAI/@@download/ENCFF992JAI.bigWig				released	s3://encode-public/2020/09/01/de9e6e23-4bb9-4db3-81a2-d87247652ca5/ENCFF992JAI.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/09/01/de9e6e23-4bb9-4db3-81a2-d87247652ca5/ENCFF992JAI.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, antibody characterized with exemption		
ENCFF015NKY	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR925GDS	TF ChIP-seq	/human-donors/ENCDO793LXB/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										CTCF-human	DNA						2016-12-08	ENCODE			450-650	1	1_1							/files/ENCFF217KOF/, /files/ENCFF356LFX/, /files/ENCFF694ZUH/	275412	ENCODE Processing Pipeline	91e079760623d92aeaa60a008d254997		https://www.encodeproject.org/files/ENCFF015NKY/@@download/ENCFF015NKY.bed.gz				released	s3://encode-public/2020/09/01/9fbbbb49-44c7-4d69-b1e1-6fcb7e1769c7/ENCFF015NKY.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/01/9fbbbb49-44c7-4d69-b1e1-6fcb7e1769c7/ENCFF015NKY.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, antibody characterized with exemption		
ENCFF848HFJ	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR925GDS	TF ChIP-seq	/human-donors/ENCDO793LXB/	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										CTCF-human	DNA						2016-12-08	ENCODE			450-650	1	1_1							/files/ENCFF015NKY/	543173	ENCODE Processing Pipeline	814dfa738edd9f8d6b53cb2f96f42339		https://www.encodeproject.org/files/ENCFF848HFJ/@@download/ENCFF848HFJ.bigBed				released	s3://encode-public/2020/09/01/6c625f8b-a626-4c36-952f-8af5b1e85928/ENCFF848HFJ.bigBed	https://datasetencode.blob.core.windows.net/dataset/2020/09/01/6c625f8b-a626-4c36-952f-8af5b1e85928/ENCFF848HFJ.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	mild to moderate bottlenecking, antibody characterized with exemption		
ENCFF455WHZ	bigWig	bigWig		signal p-value	GRCh38	ENCSR782BSY	TF ChIP-seq	/human-donors/ENCDO225QCT/	UBERON:0001987	placenta	tissue	Homo sapiens										CTCF-human	DNA						2022-06-09	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF277MBY/, /files/ENCFF286SAH/	898860408	ENCODE Processing Pipeline	eb95fac7cda1db93d585c07647d22672		https://www.encodeproject.org/files/ENCFF455WHZ/@@download/ENCFF455WHZ.bigWig				released	s3://encode-public/2022/06/06/36a31210-3448-49aa-8647-eaf7c3ea3612/ENCFF455WHZ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2022/06/06/36a31210-3448-49aa-8647-eaf7c3ea3612/ENCFF455WHZ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	antibody characterized with exemption		
ENCFF662CKT	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR782BSY	TF ChIP-seq	/human-donors/ENCDO225QCT/	UBERON:0001987	placenta	tissue	Homo sapiens										CTCF-human	DNA						2022-06-09	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF356LFX/, /files/ENCFF277MBY/, /files/ENCFF286SAH/	268713	ENCODE Processing Pipeline	2783ba765156d5e0a5063fca4a160838		https://www.encodeproject.org/files/ENCFF662CKT/@@download/ENCFF662CKT.bed.gz				released	s3://encode-public/2022/06/06/07870529-fcd8-4d2a-ba7e-40fc6ecc1ce9/ENCFF662CKT.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/06/06/07870529-fcd8-4d2a-ba7e-40fc6ecc1ce9/ENCFF662CKT.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	antibody characterized with exemption		
ENCFF261YDN	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR782BSY	TF ChIP-seq	/human-donors/ENCDO225QCT/	UBERON:0001987	placenta	tissue	Homo sapiens										CTCF-human	DNA						2022-06-09	ENCODE			200-600	1	1_1, 1_2							/files/ENCFF662CKT/	497913	ENCODE Processing Pipeline	9920e808d0bf4e1ccb4103aaf52ca1cc		https://www.encodeproject.org/files/ENCFF261YDN/@@download/ENCFF261YDN.bigBed				released	s3://encode-public/2022/06/06/e4442bda-c1ad-4ac5-9c19-19e502c5de1f/ENCFF261YDN.bigBed	https://datasetencode.blob.core.windows.net/dataset/2022/06/06/e4442bda-c1ad-4ac5-9c19-19e502c5de1f/ENCFF261YDN.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	antibody characterized with exemption		
